group,count,mean,std,median,q01,q05,q25,q50,q75,q95,q99
source_bonafide,651,-4.960631603652614,0.35762799692172953,-5.002784252166748,-5.212990760803223,-5.158885478973389,-5.077819347381592,-5.002784252166748,-4.915945529937744,-4.77004861831665,-4.4646735191345215
source_spoof,6816,5.801972790763324,0.3660275966193333,5.8546342849731445,4.9200615882873535,5.285579681396484,5.677918434143066,5.854676723480225,5.996387004852295,6.165812969207764,6.276364803314209
target_bonafide,2029,-2.64779791353062,2.948885558084262,-4.245235919952393,-4.950443744659424,-4.863643169403076,-4.629114627838135,-4.245235919952393,-1.3748407363891602,4.093695640563965,5.330413341522217
target_spoof,1149,4.668644374432618,1.9416407837405363,5.376028060913086,-3.5894222259521484,-0.2690751254558563,4.6417036056518555,5.376028060913086,5.709465026855469,5.940357685089111,6.067342758178711
