candidate,source_role,count,EER,AUC,prediction_flip_rate,score_rank_correlation,mean_abs_score_change,accepted
noise_snr30,select,11723,0.01560121765601219,0.9982244349425045,0.04811055190650857,0.4828584750188888,1.2286083472473655,False
fir_side_gain0.05,select,11723,0.0006659056316590251,0.9999840534572105,0.00042651198498677815,0.9976473846399119,0.008129814933471627,True
